Sensor_48,Sensor_80,Sensor_112,Sensor_176,Sensor_87,Sensor_103,Sensor_88,Sensor_89,Sensor_104,Sensor_105,Sensor_91,Sensor_107,Label
65,85,108,597,560,521,1545,2908,916,1034,106,110,left
70,73,103,593,552,517,1585,2962,940,1064,107,116,left
64,89,111,593,567,520,1615,2974,950,1080,110,119,left
68,83,104,598,575,510,1607,3002,961,1087,120,128,left
64,83,111,593,558,518,1639,3027,963,1099,120,135,left
67,85,112,592,490,483,1580,3062,859,1047,148,262,left
60,91,113,607,463,489,1621,3005,829,1006,141,282,left
69,87,108,588,444,491,1526,2858,835,983,140,274,left
65,88,124,590,389,465,1589,2974,857,1068,273,453,left
67,83,115,545,445,475,1761,3524,1160,1478,491,734,left
72,92,123,487,594,553,1300,2408,1030,1139,330,709,left
66,90,119,484,630,595,1381,2409,1169,1246,330,728,left
65,95,120,453,797,596,1733,2644,1127,1220,405,785,left
70,98,118,464,838,599,1711,2596,1104,1206,402,841,left
69,96,115,457,838,601,2139,2972,1232,1299,431,807,left
80,102,119,447,829,576,1757,2695,998,1117,442,878,left
74,92,114,466,812,556,1651,2600,1050,1200,426,889,left
70,90,126,459,877,600,1711,2634,1044,1182,431,892,left
57,91,126,453,903,578,1881,2766,1021,1208,440,866,left
73,101,123,471,810,593,1565,2571,1056,1179,401,869,left
72,93,125,491,641,567,1195,2123,929,998,362,723,left
67,112,125,471,778,590,1481,2460,1002,1111,397,820,left
77,100,120,487,867,603,1698,2642,1056,1163,431,855,left
71,93,128,469,831,625,1677,2601,1072,1168,426,865,left
70,97,125,483,807,629,1527,2513,1077,1195,375,817,left
77,105,123,473,834,622,1604,2561,1074,1176,395,823,left
74,96,129,467,867,638,1698,2634,1118,1227,406,871,left
72,94,129,457,896,630,1745,2630,1108,1194,412,848,left
73,100,121,460,890,629,1729,2642,1085,1198,432,837,left
80,103,127,453,881,621,1708,2630,1087,1223,422,873,left
72,101,127,442,897,631,1858,2681,1077,1235,427,898,left
72,101,127,436,932,635,1931,2725,1055,1223,447,882,left
79,98,128,430,924,644,1825,2683,1094,1258,452,908,left
75,95,131,438,936,627,1898,2705,1100,1253,453,914,left
74,91,130,428,927,636,1791,2638,1128,1243,441,910,left
86,120,134,438,950,618,1880,2667,1110,1247,448,908,left
71,89,125,431,938,627,1909,2728,1132,1264,454,934,left
73,101,125,430,949,622,1937,2712,1104,1235,446,928,left
78,97,123,468,824,599,1558,2391,1036,1125,370,750,left
69,105,122,477,541,530,1062,1673,806,885,275,615,left
81,100,123,446,742,606,1494,2178,1015,1103,327,785,left
77,107,121,449,808,594,1674,2494,1071,1162,376,835,left
76,83,121,440,819,605,1797,2640,1124,1178,405,878,left
75,103,112,456,769,600,1555,2400,1031,1130,369,832,left
78,96,112,466,768,622,1513,2316,1057,1147,355,832,left
75,94,128,453,799,623,1608,2376,1077,1195,370,844,left
75,103,128,457,810,618,1611,2387,1081,1172,382,863,left
78,101,122,460,837,636,1716,2471,1092,1178,402,903,left
78,83,123,444,838,618,1732,2460,1088,1185,414,918,left
76,89,120,450,858,625,1761,2488,1081,1178,425,932,left
75,97,123,459,637,572,1191,1941,900,989,365,760,left
73,97,122,470,556,515,869,1491,745,826,311,654,left
74,100,126,489,635,534,1051,1644,777,917,340,715,left
74,97,120,477,610,541,972,1658,790,897,340,723,left
84,100,127,471,638,533,1036,1700,810,918,363,733,left
78,101,123,493,594,529,892,1517,795,917,353,728,left
73,100,132,495,726,592,1272,2013,1055,1177,346,752,left
74,103,126,470,863,637,1564,2204,1197,1281,324,751,left
78,101,127,459,859,573,1436,2066,1103,1244,323,811,left
76,100,132,480,840,593,1428,2068,1098,1262,332,830,left
81,102,118,476,873,588,1460,2131,1108,1266,347,815,left
77,99,118,471,867,599,1527,2134,1125,1273,364,822,left
77,105,131,479,850,591,1518,2115,1130,1256,378,853,left
79,109,122,484,872,581,1547,2135,1106,1242,379,842,left
80,98,127,486,691,547,1186,1884,953,1090,358,808,left
82,101,114,478,805,573,1458,2070,1040,1151,391,884,left
76,109,125,478,851,584,1574,2203,1083,1207,417,918,left
76,105,128,466,832,580,1503,2176,1067,1185,407,899,left
70,103,125,485,795,575,1367,2071,1049,1193,366,877,left
80,101,128,477,822,584,1433,2112,1071,1206,392,898,left
80,109,126,470,837,583,1516,2163,1077,1218,395,918,left
83,103,105,472,839,578,1507,2168,1093,1212,404,928,left
79,103,135,467,855,583,1540,2179,1089,1225,392,924,left
77,112,123,472,870,576,1564,2191,1098,1234,404,927,left
82,102,123,467,855,591,1530,2171,1087,1234,406,917,left
79,100,132,466,854,581,1617,2233,1120,1263,410,937,left
77,106,132,487,859,593,1559,2224,1106,1248,406,945,left
79,98,114,573,556,576,1369,2535,929,1030,158,241,left
78,102,119,557,644,574,1908,2913,1070,1136,124,122,left
83,94,116,558,617,593,1982,3039,1155,1196,128,146,left
84,103,117,555,613,579,2021,3055,1164,1227,138,168,left
79,93,123,543,605,571,1966,2936,1092,1200,144,155,left
77,93,120,557,602,576,1997,2876,1115,1239,147,162,left
75,99,121,557,598,577,1944,2826,1102,1215,147,171,left
77,93,118,566,616,582,1949,2848,1116,1209,146,170,left
79,99,118,571,599,579,1898,2932,1087,1189,147,174,left
76,93,126,554,592,580,1912,2936,1094,1201,137,190,left
80,100,124,561,597,589,1983,3038,1112,1220,147,187,left
79,91,124,553,605,598,2024,3076,1144,1222,145,190,left
79,97,124,567,604,590,1951,3027,1098,1206,145,210,left
83,97,124,562,615,595,1999,3072,1130,1218,149,200,left
81,94,119,569,611,601,1979,2977,1095,1198,148,187,left
77,89,125,573,536,560,1442,2512,882,1004,113,217,left
84,101,120,563,550,546,1354,2564,942,1063,120,258,left
83,97,125,554,446,492,1378,2910,896,1200,297,457,left
74,109,127,544,410,451,2367,3280,1162,1425,406,661,left
84,101,129,498,562,534,1942,2213,991,1072,268,626,left
86,113,134,494,605,568,2049,2462,1005,1129,274,675,left
79,97,131,492,571,569,1742,2204,966,1056,238,650,left
87,111,128,490,615,578,1804,2104,1048,1142,321,760,left
90,102,140,483,634,580,1832,2473,1049,1153,322,771,left
81,103,120,469,655,564,2001,2551,1054,1159,308,775,left
85,111,132,496,671,570,1799,2511,1002,1147,325,788,left
83,105,132,488,672,586,1765,2432,1007,1165,313,801,left
83,111,130,492,689,601,1878,2443,1012,1176,325,834,left
88,103,130,492,697,574,1937,2443,1035,1205,331,808,left
84,103,133,480,700,592,1905,2400,1037,1202,334,843,left
86,105,130,479,708,583,1895,2373,1042,1179,341,828,left
95,102,127,477,713,601,1895,2388,1063,1180,330,823,left
73,100,127,477,717,583,1975,2411,1061,1178,339,831,left
80,107,130,473,720,568,2003,2443,1055,1172,340,844,left
88,101,124,501,723,601,2063,2509,1062,1179,350,828,left
86,101,136,500,721,596,1987,2517,1061,1183,337,812,left
86,108,128,481,726,594,2063,2550,1051,1184,347,826,left
83,120,128,515,629,485,3396,3947,1391,1516,452,706,left
89,100,118,572,412,495,1525,1707,716,716,46,161,left
83,104,125,574,467,489,1767,2056,697,726,46,92,left
86,96,124,590,544,498,2195,2535,777,902,69,116,left
88,100,123,574,598,540,2534,2766,984,1013,90,152,left
81,101,124,565,578,537,2646,2405,964,1026,117,187,left
84,108,122,584,619,561,2757,2845,1074,1170,98,152,left
88,99,120,571,594,556,2711,3038,976,1103,115,199,left
88,95,133,552,589,544,2670,2797,1006,1095,111,181,left
84,102,128,555,599,527,2722,2826,970,1082,118,184,left
89,92,123,597,603,541,2672,2808,1008,1107,118,203,left
79,99,128,566,614,554,2732,2878,1014,1088,115,210,left
82,99,125,568,519,514,2111,2229,771,841,87,176,left
85,97,130,578,523,500,2280,2552,799,908,110,214,left
82,95,128,582,630,561,2440,2381,976,1005,74,111,left
82,100,128,571,600,541,2612,2729,989,1082,94,148,left
83,101,126,570,597,548,2763,2844,1022,1132,117,188,left
85,97,129,565,596,557,2767,2542,1024,1128,116,198,left
92,101,130,563,598,553,2822,2555,1055,1125,120,195,left
81,101,132,564,577,555,2855,2594,1069,1150,120,202,left
86,104,130,583,590,558,2820,2599,1032,1127,126,202,left
86,104,130,567,588,555,2920,2656,1074,1155,130,231,left
84,104,136,564,575,548,2852,2584,1065,1146,123,225,left
84,101,133,556,577,547,2844,2662,1057,1143,123,221,left
88,107,134,559,571,544,2846,2648,1055,1140,126,225,left
84,101,131,573,570,551,2845,2670,1059,1145,130,235,left
86,104,136,564,573,542,2857,2650,1054,1134,136,232,left
86,101,136,563,578,545,2857,2666,1052,1133,136,232,left
88,101,131,574,569,552,2819,2684,1045,1136,133,238,left
90,101,131,574,569,548,2825,2689,1041,1121,136,245,left
84,101,136,569,564,552,2833,2713,1055,1126,130,235,left
91,104,128,573,564,540,2812,2717,1035,1110,133,232,left
84,104,134,578,566,546,2783,2743,1035,1125,137,252,left
87,104,134,566,563,538,2792,2650,1040,1115,129,239,left
86,101,128,566,565,543,2851,2668,1054,1139,143,244,left
86,106,129,585,498,485,2196,2087,774,927,119,260,left
82,103,135,569,239,309,452,805,347,433,0,60,left
86,107,134,606,205,251,445,792,215,280,0,0,left
85,112,132,588,246,412,332,433,419,509,345,79,left
86,112,136,590,426,556,584,936,656,825,412,150,left
90,122,138,577,456,604,747,1217,822,1003,548,189,left
91,117,135,581,451,600,641,1021,763,920,526,200,left
91,111,131,580,404,549,549,1163,623,764,545,188,left
91,108,153,466,299,406,850,2802,657,1516,1340,571,left
95,121,144,449,377,407,1055,1696,758,1054,978,524,left
100,122,123,595,501,515,1769,2498,1097,1544,1351,699,left
99,122,137,623,527,526,1607,2325,990,1468,1398,621,left
90,116,142,546,354,412,624,1523,617,1043,880,351,left
94,111,136,513,408,483,902,2574,818,1208,988,308,left
90,113,145,344,77,225,291,4284,406,2557,3024,1072,left
102,119,154,501,430,493,745,2557,1087,1621,857,397,left
102,121,147,470,582,582,1327,3554,1745,2249,1055,457,left
104,118,145,483,596,618,1312,3527,1756,2256,1074,462,left
99,122,138,491,598,622,1304,3583,1712,2221,1126,474,left
103,122,132,491,566,602,1193,3571,1561,2181,1210,517,left
104,122,132,486,552,594,1186,3565,1502,2131,1197,501,left
99,121,137,362,202,307,681,5399,917,3089,2136,867,left
99,120,155,367,299,396,1153,3755,1601,2656,1492,1198,left
104,130,152,357,354,415,1437,4017,1615,2427,1519,1079,left
103,132,151,353,392,450,1595,4114,1651,2429,1621,1193,left
109,133,153,393,420,465,1669,4202,1783,2415,1568,1169,left
112,128,142,372,442,451,1826,4334,1631,2341,1626,1195,left
108,126,146,375,449,458,1910,4472,1654,2393,1624,1202,left
113,138,129,462,474,448,1678,4037,1617,2099,1469,1087,left
109,129,128,462,482,446,1786,4141,1588,2093,1474,1033,left
102,125,133,442,361,438,915,2582,1029,1432,965,747,left
109,124,112,424,389,425,1061,2300,1097,1549,1025,838,left
105,122,127,408,458,493,1387,2925,1380,1851,1213,1010,left
105,120,127,418,470,492,1410,3049,1417,1849,1240,1021,left
104,114,127,412,469,500,1494,3182,1508,1966,1290,1051,left
103,118,148,221,167,193,963,1947,1749,2843,1436,1154,left
95,129,156,191,163,227,1010,1887,1675,2428,1275,1018,left
99,134,152,210,153,233,1135,2242,1885,2759,1430,1108,left
100,130,160,264,267,330,1269,2360,1721,2390,1430,1095,left
110,145,150,266,323,382,1265,1943,1561,1943,1232,1028,left
108,141,144,279,355,389,1374,2048,1662,2013,1334,1074,left
109,139,144,264,357,399,1381,2086,1704,2095,1404,1118,left
106,166,148,271,365,433,1371,2017,1732,2078,1377,1135,left
111,136,134,279,373,437,1425,2092,1783,2119,1408,1145,left
110,129,140,267,379,455,1356,2015,1783,2141,1408,1160,left
103,128,134,278,280,348,812,3003,1279,2859,1645,626,left
104,130,137,285,332,362,948,2628,1156,2299,1301,460,left
102,127,135,304,105,204,295,1112,500,1362,1131,603,left
104,131,142,290,240,297,570,1228,931,1577,1088,864,left
104,132,130,297,274,344,686,1400,1016,1608,1213,906,left
105,132,137,273,284,375,730,1369,1132,1702,1210,907,left
107,128,138,284,310,392,799,1448,1144,1713,1200,962,left
109,133,132,515,246,310,707,2426,1124,3248,1637,870,left
94,127,114,486,332,403,694,1720,924,1695,1083,555,left
111,127,99,502,412,435,687,1292,1020,1474,852,405,left
111,125,99,501,382,433,792,1538,1029,1629,988,449,left
111,119,99,499,442,460,871,1643,1151,1705,1051,476,left
111,111,102,522,415,475,830,1509,1114,1636,1000,475,left
111,118,98,536,432,451,853,1605,1091,1645,1056,494,left
111,113,92,533,424,458,817,1541,1010,1558,1038,505,left
105,133,100,521,404,461,759,1428,1017,1522,994,493,left
110,111,93,537,430,476,721,1290,922,1371,936,476,left
103,104,92,533,405,485,682,1266,922,1309,898,440,left
105,106,95,537,411,481,727,1426,955,1408,992,473,left
101,104,88,546,435,508,743,1392,976,1406,1025,504,left
98,106,93,561,437,503,726,1348,943,1360,981,495,left
99,103,99,548,421,515,721,1373,953,1354,980,487,left
108,108,94,550,437,515,704,1321,947,1375,974,491,left
102,113,95,557,483,545,841,1473,1172,1542,944,447,left
103,106,90,562,554,591,982,1566,1361,1658,939,446,left
85,101,96,548,523,586,941,1551,1269,1617,989,449,left
104,104,91,561,521,581,979,1600,1290,1640,1013,448,left
101,102,94,557,549,594,1027,1649,1321,1665,1037,487,left
100,100,93,567,520,578,936,1440,1155,1513,984,477,left
96,106,94,568,509,555,837,1300,1014,1344,873,446,left
101,115,98,565,436,494,624,888,849,972,640,333,left
96,103,92,563,416,499,639,849,899,996,627,343,left
93,103,92,571,402,485,628,861,849,963,624,321,left
96,104,92,574,419,495,616,884,883,1012,672,331,left
93,105,98,563,445,527,724,1044,946,1130,745,358,left
106,99,86,553,470,542,807,1209,1080,1324,833,422,left
79,105,91,551,495,529,847,1289,1117,1360,861,402,left
96,101,96,554,447,525,713,1035,959,1104,730,359,left
84,102,96,562,468,519,743,1085,976,1147,735,350,left
96,108,97,543,481,514,763,1094,974,1144,754,352,left
95,108,93,554,473,519,732,1069,974,1114,719,358,left
72,101,93,541,484,529,755,1131,1009,1178,772,376,left
89,106,97,617,414,476,648,1250,963,1690,1097,573,left
92,98,88,576,342,434,529,1013,945,1365,819,472,left
93,106,87,553,431,543,723,1139,1019,1233,823,420,left
99,100,88,537,393,471,831,1605,1050,1647,1047,523,left
96,99,96,548,449,528,896,1746,1086,1703,1043,495,left
76,101,96,555,489,586,897,1547,1156,1560,1028,480,left
93,104,90,564,452,539,876,1688,1126,1602,1097,539,left
92,100,110,541,487,575,1135,1986,1340,1848,1210,584,left
102,100,88,564,579,622,1149,1646,1422,1636,1005,457,left
93,98,94,565,537,593,1053,1812,1223,1670,1157,564,left
95,104,87,567,581,624,848,1237,1173,1285,776,413,left
92,97,95,571,588,637,1183,1833,1483,1722,1232,546,left
93,99,98,552,376,533,966,2039,1311,2084,1282,677,left
95,105,93,556,502,592,1070,1672,1521,1774,1065,537,left
100,101,85,580,597,661,1224,1798,1653,1697,1020,456,left
91,97,94,564,478,600,1118,1946,1467,1818,1241,566,left
89,100,97,574,490,614,1113,1893,1497,1827,1225,554,left
95,103,89,587,527,634,1144,1905,1511,1828,1219,556,left
89,100,91,561,557,608,1300,1945,1542,1740,1169,565,left
90,103,90,493,700,681,1345,1858,1861,1913,704,329,left
93,101,98,624,579,575,1222,2164,1581,2058,1157,487,left
92,93,98,616,622,615,1181,1612,1557,1628,770,409,left
87,99,93,629,554,606,1050,1621,1450,1590,927,455,left
94,98,99,625,547,626,1084,1741,1423,1635,1109,493,left
91,106,102,546,577,603,1260,2130,1588,1965,1311,527,left
95,99,91,494,615,613,1430,2425,1769,2188,1436,548,left
91,99,98,496,552,558,1349,2447,1728,2256,1468,571,left
93,98,96,503,553,556,1329,2366,1640,2170,1394,582,left
90,107,101,497,520,547,1287,2328,1625,2153,1396,573,left
88,94,96,495,527,585,1244,2302,1606,2118,1364,568,left
89,96,83,516,527,593,1047,1839,1386,1737,1140,478,left
87,108,99,516,561,579,961,1635,1253,1551,1040,424,left
92,102,101,516,545,573,1098,1905,1361,1753,1188,483,left
90,99,99,516,575,547,1104,1856,1346,1761,1179,482,left
94,92,96,522,597,609,1012,1735,1328,1697,1115,450,left
89,104,91,520,543,562,1105,2001,1391,1841,1273,512,left
92,106,97,504,532,544,1079,1912,1338,1774,1278,503,left
93,97,95,525,545,572,955,1657,1210,1577,1153,478,left
88,95,102,525,532,547,955,1703,1162,1583,1208,494,left
92,102,102,528,541,572,1009,1812,1209,1651,1257,506,left
96,106,95,502,753,671,1690,2553,2013,2186,1061,417,left
91,88,98,471,763,679,1775,2911,2067,2338,1362,479,left
96,108,91,490,723,638,1682,2712,2134,2426,1347,536,left
96,103,97,519,622,586,1314,2185,1746,2063,1258,510,left
94,104,102,518,662,596,1410,2228,1750,2034,1249,503,left
83,101,104,511,582,560,1308,2644,1828,2603,1320,551,left
99,106,91,535,630,583,1387,2288,1796,2126,1223,515,left
93,99,101,528,630,579,1418,2369,1753,2147,1370,601,left
91,99,99,514,633,588,1425,2355,1762,2150,1360,606,left
97,101,97,530,622,592,1340,2306,1650,2074,1375,623,left
95,102,95,539,619,593,1348,2309,1652,2098,1389,615,left
93,102,102,529,607,592,1363,2360,1713,2152,1387,600,left
94,107,102,532,644,607,1262,1950,1545,1866,1185,518,left
96,99,102,540,538,544,1190,2117,1447,1961,1382,561,left
86,106,102,530,591,575,1297,2149,1576,1999,1302,528,left
92,106,103,530,566,572,1275,2178,1556,2011,1372,547,left
90,106,100,560,438,557,616,949,912,1120,664,397,left
90,102,100,537,384,493,764,1597,1087,1582,1032,513,left
90,100,105,539,505,607,1010,1736,1412,1699,980,507,left
96,104,95,552,549,596,1004,1577,1268,1556,931,409,left
101,104,99,560,565,632,945,1472,1217,1474,926,455,left
95,102,112,522,508,619,1188,2390,1427,2126,1300,554,left
92,105,110,519,525,626,1125,2222,1342,2005,1370,587,left
84,103,92,501,521,636,1066,2118,1284,1967,1360,610,left
95,102,105,557,390,479,1060,2182,1408,1964,1301,557,left
92,107,110,561,553,567,858,1247,1164,1388,684,368,left
103,110,105,549,578,609,1360,2051,1654,1848,1112,485,left
97,104,103,563,592,583,1323,2001,1629,1907,1130,533,left
83,113,106,560,601,608,1301,2050,1590,1872,1152,528,left
92,107,106,570,587,609,1278,2103,1569,1882,1141,529,left
101,105,106,575,592,620,1334,2190,1605,1921,1172,543,left
97,102,106,565,598,627,1337,2190,1639,1946,1175,555,left
96,107,107,561,580,621,1281,2150,1571,1885,1160,544,left
93,113,107,559,526,625,1212,2141,1501,1884,1158,544,left
99,110,99,577,668,704,1098,1322,1521,1429,618,328,left
92,102,105,577,695,663,1204,1599,1625,1680,821,352,left
100,106,100,575,722,686,1236,1612,1632,1674,856,376,left
93,104,111,584,724,694,1222,1609,1607,1673,862,384,left
93,107,98,570,705,705,1199,1643,1524,1619,885,382,left
90,104,112,514,345,428,683,1495,1028,1736,1081,653,left
96,100,112,521,410,495,915,1514,1357,1723,1072,827,left
87,104,119,572,420,484,887,1306,1318,1633,891,869,left
92,110,107,533,466,545,1050,1468,1408,1655,966,892,left
95,108,123,539,459,539,1004,1541,1410,1702,1034,942,left
93,116,125,525,477,541,994,1432,1516,1760,1004,978,left
98,120,117,561,484,565,1055,1528,1477,1769,990,905,left
98,112,115,560,507,584,1067,1526,1469,1754,1021,925,left
98,118,120,561,514,581,1114,1612,1525,1857,1047,936,left
101,113,124,573,512,572,1134,1649,1490,1778,1056,960,left
96,104,120,524,366,437,1519,2953,2055,3184,1513,973,left
102,117,111,610,553,587,963,1262,1306,1295,655,326,left
102,108,107,589,592,622,1134,1558,1327,1417,829,362,left
98,105,111,584,583,629,1114,1650,1389,1509,871,371,left
100,108,103,594,575,622,1125,1694,1354,1501,886,388,left
103,108,105,578,567,626,1137,1678,1399,1530,887,403,left
99,105,104,603,618,650,1115,1579,1324,1452,864,398,left
99,108,108,600,563,643,1110,1677,1251,1502,949,429,left
100,102,105,591,538,627,1094,1675,1320,1566,978,471,left
96,106,103,605,507,584,963,1494,1230,1479,924,445,left
101,102,107,587,536,620,1179,1861,1428,1748,1105,523,left
97,108,105,595,545,616,1198,1903,1411,1782,1086,519,left
98,101,111,621,611,648,1103,1477,1301,1440,892,437,left
99,107,102,611,620,680,1257,1698,1443,1609,951,446,left
88,99,100,598,586,635,1330,2115,1531,1953,1174,491,left
99,105,97,608,569,648,1302,2074,1506,2004,1246,519,left
97,101,115,604,633,713,1352,1889,1579,1778,1043,464,left
93,104,106,603,602,669,1332,2048,1529,1900,1182,498,left
101,102,105,610,626,688,1360,2009,1578,1869,1181,498,left
96,103,102,611,628,669,1317,1894,1553,1820,1104,478,left
95,110,108,608,571,629,1307,2058,1485,1917,1257,526,left
101,102,105,614,618,670,1380,2026,1580,1883,1194,499,left
95,107,107,607,641,682,1371,1939,1576,1788,1122,482,left
