Sensor_48,Sensor_80,Sensor_112,Sensor_176,Sensor_87,Sensor_103,Sensor_88,Sensor_89,Sensor_104,Sensor_105,Sensor_91,Sensor_107,Label
654,570,231,118,643,539,2419,2658,2641,2047,328,445,right
655,594,214,125,618,511,2125,2956,2180,1999,522,557,right
660,574,216,124,630,562,2604,3958,2826,2582,774,766,right
672,573,214,121,670,558,3141,5411,2974,3030,1193,971,right
665,566,201,114,675,565,2994,5493,2791,2994,1341,1035,right
657,572,202,125,660,560,2949,5932,2818,3186,1479,1087,right
594,574,234,115,647,581,3339,5447,5341,4322,574,555,right
658,603,201,88,870,665,4857,7263,3356,3404,382,356,right
640,588,191,92,819,612,4701,7073,3749,4139,348,352,right
630,592,192,94,818,607,4704,7192,3770,4183,366,357,right
633,575,203,92,823,630,4635,6957,3822,4205,356,385,right
613,584,199,90,845,612,4776,7139,3923,4255,367,356,right
642,577,192,93,873,671,4787,6853,3646,3788,348,356,right
568,574,215,119,710,605,3520,6220,3095,2786,666,585,right
277,359,187,139,350,337,661,3881,1213,3871,1231,1002,right
294,383,211,126,370,358,776,3691,1374,3329,910,807,right
273,352,201,126,369,376,789,3566,1451,3639,778,737,right
316,337,200,132,371,366,856,3812,1524,3781,850,723,right
333,355,203,130,385,384,963,3955,1697,3815,789,708,right
331,356,209,129,381,378,966,3928,1766,3885,834,728,right
328,360,194,130,390,380,1012,4186,1816,3966,855,759,right
333,372,202,132,425,409,1074,4347,1857,3984,896,764,right
339,368,203,127,407,401,1155,4872,2097,4748,751,705,right
599,518,73,454,1013,1095,1528,1608,1586,1378,587,589,left
599,518,73,454,1013,1095,1528,1608,1586,1378,587,589,left
599,518,73,454,1013,1095,1528,1608,1586,1378,587,589,left
599,518,73,454,1013,1095,1528,1608,1586,1378,587,589,left
599,518,73,454,1013,1095,1528,1608,1586,1378,587,589,left
133,160,128,549,545,453,1347,2704,1490,2203,1401,498,left
133,157,126,556,553,450,1351,2700,1487,2187,1381,511,left
134,144,131,568,473,424,1289,2676,1287,2048,1430,595,left
131,147,126,552,321,332,1697,3296,1694,2773,1612,1052,left
130,153,123,585,376,415,1179,2155,1485,2081,1239,690,left
138,148,137,415,394,407,1513,3599,1768,2799,1775,779,left
129,139,146,380,383,373,1253,3794,1579,3008,1759,735,left
126,156,154,370,238,263,834,3644,1147,3734,2112,1223,left
122,168,155,403,305,299,1574,3783,1645,3052,1801,1195,left
121,160,155,417,287,318,721,2955,1059,3509,1830,1053,left
122,173,144,376,349,305,518,1185,650,1243,803,416,left
124,167,144,371,466,383,848,1810,952,1579,919,300,left
130,160,143,362,452,404,1291,3331,1543,2722,1557,495,left
132,164,148,369,588,451,1382,2930,1735,2778,1220,412,left
129,163,142,389,628,492,1339,2597,1836,2575,1079,386,left
135,154,140,389,654,498,1615,3196,2193,3106,1245,420,left
133,151,149,387,628,504,1587,3272,2164,3062,1288,431,left
130,157,138,379,631,496,1584,3256,2141,3027,1309,439,left
129,152,138,381,641,514,1631,3333,2213,3112,1375,444,left
127,153,141,389,658,519,1637,3381,2186,3123,1386,457,left
123,150,146,382,664,526,1675,3392,2265,3178,1378,447,left
125,153,136,389,679,521,1664,3424,2240,3173,1417,455,left
124,150,136,391,673,534,1646,3325,2247,3156,1389,467,left
119,159,147,391,679,526,1652,3266,2262,3140,1364,451,left
124,153,137,403,691,529,1650,3302,2201,3127,1411,458,left
117,150,142,410,683,525,1680,3328,2267,3146,1414,450,left
122,147,145,384,669,531,1676,3351,2265,3161,1422,468,left
122,156,141,392,683,534,1673,3336,2220,3117,1438,459,left
127,150,134,387,675,544,1685,3382,2310,3180,1430,464,left
118,150,143,393,683,547,1649,3330,2174,3079,1433,475,left
116,146,142,386,673,535,1654,3328,2274,3114,1432,464,left
122,153,137,393,684,532,1684,3380,2307,3152,1448,469,left
121,146,137,391,690,540,1629,3247,2173,3051,1434,477,left
120,142,137,392,683,532,1643,3209,2187,3051,1417,465,left
125,146,140,396,675,532,1648,3185,2223,3043,1421,473,left
116,146,140,392,690,536,1629,3178,2143,3000,1434,473,left
119,136,142,389,682,533,1645,3244,2228,3058,1443,470,left
109,146,137,392,688,538,1681,3287,2273,3069,1458,471,left
116,143,140,397,686,545,1645,3218,2189,3004,1455,470,left
123,147,134,396,693,536,1664,3266,2232,3037,1479,461,left
116,143,137,389,689,541,1664,3274,2284,3048,1466,474,left
114,153,138,404,677,526,1646,3255,2125,2936,1487,476,left
109,151,139,387,324,322,853,3017,898,2100,1808,589,left
105,150,142,439,236,262,637,1603,1188,2675,1430,917,left
102,152,154,409,243,254,802,1721,1355,2243,1414,971,left
110,150,140,430,235,245,427,1163,828,1609,871,626,left
106,137,141,406,356,352,1445,2667,1769,2525,1556,1165,left
105,150,153,433,402,357,1557,2763,1797,2467,1713,1222,left
137,144,141,439,421,351,1575,2826,1832,2510,1779,1274,left
103,144,159,447,388,370,1770,3137,2076,2840,1866,1324,left
110,145,137,500,279,279,390,791,555,826,645,351,left
108,142,99,604,249,292,246,378,404,404,1,9,left
100,133,96,606,461,535,1065,1976,887,1060,689,204,left
98,135,97,545,424,502,878,1521,837,1005,573,180,left
100,127,90,578,486,535,716,1107,804,822,327,75,left
97,126,94,568,495,518,776,1196,799,866,454,141,left
94,118,100,507,345,385,770,1490,716,929,658,265,left
85,119,112,481,308,346,678,2183,660,1238,934,448,left
87,122,96,626,423,470,767,1534,796,1236,892,447,left
78,119,80,638,468,544,699,1093,762,793,416,198,left
76,115,100,549,333,379,463,699,560,642,329,193,left
75,116,99,507,294,340,751,1817,711,1247,801,459,left
72,113,125,424,60,192,384,3737,686,4173,2091,1000,left
69,122,129,415,212,301,513,1589,574,1171,769,463,left
74,130,127,407,340,402,1013,2421,877,1434,857,381,left
75,126,128,401,234,297,824,3156,645,1456,1095,524,left
66,130,135,384,211,282,1226,2602,970,1762,1182,1042,left
78,135,135,379,354,399,2054,3033,1428,1972,1315,1185,left
76,129,137,419,399,379,1984,3053,1412,2000,1320,1083,left
71,136,134,464,385,394,2315,3166,1410,1929,1292,1103,left
75,136,134,481,325,376,1052,1548,1060,1398,888,813,left
73,129,138,488,338,410,935,1332,1012,1294,793,839,left
72,136,119,555,340,425,1072,1484,1071,1337,781,893,left
72,130,123,489,312,418,1224,1765,1269,1604,843,955,left
74,131,139,425,245,296,1038,2632,1025,2144,1153,824,left
76,130,128,440,289,379,898,2338,854,1606,893,441,left
79,133,127,413,373,435,1382,2877,1085,1683,1056,439,left
75,127,135,402,389,449,1326,2858,1147,1762,1068,499,left
79,121,122,408,414,451,1355,2863,1189,1791,1089,522,left
83,127,109,402,406,482,1346,2817,1199,1808,1081,538,left
75,134,120,395,425,468,1392,2880,1225,1797,1092,548,left
81,129,125,401,256,331,1003,3282,793,1782,1286,660,left
81,130,128,393,274,368,1466,2594,1264,1933,1193,1148,left
75,126,133,390,359,389,2014,3261,1509,2212,1356,1304,left
79,122,131,392,366,399,2001,3233,1605,2373,1400,1318,left
73,127,131,390,375,404,2077,3347,1668,2321,1430,1340,left
74,125,131,387,365,419,1985,3091,1609,2215,1382,1269,left
79,134,124,422,302,397,1800,3671,1542,2513,1506,1136,left
76,130,124,382,257,360,1236,3282,1533,3167,1687,1151,left
104,129,130,371,293,379,1420,2262,1476,2193,1206,1173,left
79,134,126,380,358,396,1330,2131,1504,2162,1213,1215,left
74,133,130,382,377,442,1379,2182,1542,2158,1232,1318,left
74,120,126,361,388,446,1424,2222,1507,2140,1231,1297,left
72,135,119,386,364,441,1384,2193,1476,2116,1232,1268,left
60,129,122,380,356,437,1339,2160,1489,2103,1261,1286,left
68,130,128,387,340,412,1739,2631,1615,2223,1334,1350,left
76,127,125,360,398,350,1657,2534,1186,1614,1376,992,left
73,124,119,352,399,468,1652,2551,1671,2253,1371,1347,left
67,120,125,340,396,464,1585,2436,1679,2240,1368,1366,left
68,127,113,356,409,468,1646,2511,1656,2228,1372,1351,left
71,136,113,349,413,473,1620,2471,1679,2211,1371,1366,left
71,122,114,340,408,482,1620,2545,1695,2222,1400,1392,left
66,124,111,352,434,499,1630,2477,1670,2202,1386,1387,left
68,127,108,363,417,476,1591,2468,1664,2193,1367,1364,left
70,125,114,381,378,474,1645,2710,1771,2429,1435,1353,left
73,120,117,401,266,366,713,2030,985,2076,990,672,left
68,129,109,390,327,449,1110,2753,1120,1979,1012,531,left
72,119,104,386,337,433,1019,2745,1018,1915,1014,539,left
65,119,86,524,264,338,369,719,532,904,550,461,left
65,110,73,569,242,294,220,296,325,380,4,56,left
63,121,68,575,342,429,385,545,553,630,298,127,left
63,113,67,557,434,492,568,808,689,790,481,179,left
60,108,73,566,422,536,785,1309,734,951,759,299,left
55,113,68,509,362,438,588,990,674,926,702,324,left
57,106,74,535,393,437,785,1266,766,1041,803,322,left
60,107,74,501,420,445,734,1285,746,1063,813,344,left
59,102,79,493,381,440,844,1655,798,1242,998,451,left
63,96,78,489,427,454,990,1863,839,1292,1077,446,left
68,100,73,491,401,454,908,1789,817,1245,1017,446,left
64,96,78,490,420,480,966,1897,849,1300,996,407,left
68,105,70,482,457,470,981,1932,831,1261,1041,424,left
72,97,66,489,457,471,1025,1990,852,1276,1061,417,left
71,89,71,497,470,474,1012,1989,858,1307,1095,439,left
73,89,68,493,471,487,1051,2007,878,1314,1071,436,left
65,91,66,497,472,479,998,1941,859,1292,1075,451,left
69,92,69,501,470,485,1052,2040,863,1314,1120,457,left
66,95,77,498,474,491,987,1929,881,1320,1101,463,left
63,91,72,503,472,485,977,1881,855,1278,1085,450,left
71,99,67,493,504,487,1050,2041,881,1342,1151,459,left
56,95,67,499,479,497,1020,1981,864,1299,1104,446,left
65,93,72,504,449,493,588,991,790,995,759,345,left
66,98,70,485,381,460,698,1499,803,1273,1038,464,left
67,92,77,482,380,459,945,2337,881,1637,1326,620,left
67,85,69,520,478,514,983,2062,885,1165,899,367,left
91,86,64,532,511,507,901,1769,838,1128,783,340,left
67,100,65,525,458,496,988,2084,807,1104,988,365,left
73,92,71,494,366,415,861,2123,816,1375,1168,557,left
68,95,57,509,415,473,872,1978,842,1254,965,394,left
66,99,75,490,406,477,897,2071,772,1213,1057,474,left
71,96,77,483,352,430,886,2612,816,1637,1307,640,left
78,103,67,512,455,521,789,1445,757,972,749,350,left
64,95,85,493,378,404,886,2078,791,1314,1159,545,left
73,88,82,495,431,465,1011,2331,846,1340,1032,453,left
75,94,73,508,436,481,942,1958,806,1161,1022,428,left
72,100,89,504,362,448,918,2325,859,1494,1175,549,left
67,97,74,509,464,493,992,2052,824,1172,992,431,left
65,100,88,504,371,448,848,2288,866,1518,1190,591,left
60,92,74,514,451,515,919,1792,802,1038,934,416,left
72,97,88,497,381,441,782,2220,831,1494,1231,557,left
71,104,75,515,422,477,971,2205,810,1180,1032,442,left
74,93,87,502,404,428,894,2505,872,1602,1311,664,left
69,94,82,511,397,499,962,2064,831,1173,932,445,left
104,96,92,499,363,450,841,2360,851,1550,1363,654,left
76,100,85,508,436,526,1013,2093,827,1181,962,425,left
68,93,95,477,368,391,935,2423,827,1482,1352,702,left
71,102,87,497,392,475,976,2279,800,1288,1033,445,left
67,89,93,489,436,505,1052,2590,824,1262,1166,509,left
78,97,89,502,409,524,1031,2753,879,1460,1212,545,left
71,97,87,498,473,508,1051,2106,766,1082,925,395,left
67,99,94,496,419,491,1033,2541,826,1411,1202,590,left
76,94,65,528,530,532,1109,2485,822,1219,958,359,left
69,102,78,552,578,609,966,1612,826,1058,533,237,left
72,102,81,552,579,605,964,1569,824,973,542,187,left
70,103,79,544,554,617,990,1663,828,996,616,206,left
74,98,80,548,589,640,988,1590,850,996,627,229,left
74,86,85,537,600,635,1059,1696,867,1039,643,230,left
79,99,82,537,573,613,1064,1759,858,1024,681,227,left
73,95,85,539,575,639,1019,1710,854,1010,670,247,left
73,102,85,537,562,634,1092,1788,881,1055,691,241,left
79,99,83,535,555,620,1084,1825,889,1078,711,261,left
63,96,81,540,568,626,1059,1814,882,1071,720,268,left
75,97,91,535,560,615,1080,1860,889,1089,730,266,left
79,96,89,539,571,623,1072,1835,888,1092,737,272,left
76,97,89,544,571,628,1076,1857,890,1105,752,283,left
72,106,95,540,577,614,1087,1869,884,1082,749,269,left
74,106,87,544,584,607,1119,1917,885,1105,762,273,left
77,98,89,542,586,634,1101,1910,892,1112,782,290,left
72,100,95,537,581,630,1115,1960,893,1136,867,292,left
78,98,76,538,579,634,1126,1969,912,1139,818,290,left
70,98,98,537,575,633,1126,1951,911,1138,809,288,left
75,92,97,536,581,630,1156,2015,927,1172,820,296,left
73,92,98,539,568,638,1149,2048,932,1182,825,296,left
74,98,95,538,574,639,1086,1959,908,1135,840,294,left
74,104,98,554,571,635,1136,2036,934,1165,847,300,left
77,99,95,536,574,638,1153,2055,932,1167,851,303,left
75,99,98,534,574,640,1143,2021,935,1176,847,314,left
75,105,93,542,578,633,1159,2035,936,1173,861,308,left
75,105,98,537,569,636,1168,2052,935,1176,850,307,left
78,99,96,539,563,644,1163,2056,944,1186,859,307,left
77,105,98,542,566,638,1156,2080,938,1185,868,315,left
81,99,98,534,570,639,1144,2051,933,1179,867,321,left
79,98,104,540,564,643,1136,2005,929,1174,850,321,left
77,87,99,547,570,634,1139,2051,928,1180,872,322,left
76,105,104,542,575,637,1161,2073,942,1189,858,318,left
80,102,101,530,576,636,1181,2100,939,1176,875,325,left
75,114,107,544,566,646,1138,2043,933,1185,867,326,left
81,102,105,543,566,631,1177,2113,934,1180,892,332,left
86,103,106,532,381,473,850,1818,791,1170,888,458,left
78,101,117,497,491,588,1718,2344,1114,1358,1252,815,left
72,96,126,477,360,431,1156,2660,984,1836,1239,670,left
78,109,125,439,345,434,951,1732,883,1306,1072,648,left
73,122,129,422,354,451,1080,1916,957,1377,1143,739,left
71,115,126,427,371,455,1074,1868,915,1388,1122,726,left
74,118,123,431,394,436,1080,1861,949,1374,1122,708,left
76,114,128,424,367,443,912,1516,867,1176,975,681,left
69,113,122,437,380,442,876,1448,808,1171,967,644,left
75,124,125,414,400,412,1771,2981,1163,1879,1393,900,left
82,105,120,424,409,426,1537,2606,1116,1729,1413,922,left
82,112,120,430,422,439,1635,2731,1195,1814,1338,852,left
77,120,129,425,434,460,1487,2379,1119,1652,1408,925,left
81,108,129,426,443,469,1484,2377,1145,1667,1399,920,left
81,122,120,436,461,455,1669,2577,1165,1667,1435,923,left
80,102,120,435,464,476,1548,2416,1158,1637,1400,917,left
76,115,129,426,443,462,1670,2569,1186,1671,1419,917,left
79,121,119,430,460,453,1446,2238,1067,1516,1316,860,left
86,113,104,425,419,471,1160,1853,1027,1391,1112,760,left
90,107,112,435,439,463,1145,1804,1027,1384,1145,768,left
81,113,118,426,435,457,1139,1841,1011,1371,1150,764,left
83,105,113,429,438,454,1213,1901,1025,1387,1153,781,left
70,113,112,443,425,461,984,1575,949,1272,1050,745,left
75,118,115,435,423,464,1101,1746,974,1340,1101,763,left
78,119,113,434,439,481,1200,1863,1012,1367,1130,765,left
82,117,113,436,429,479,1072,1722,968,1311,1088,776,left
67,116,107,442,450,487,1138,1787,987,1332,1117,762,left
73,113,113,432,436,479,1185,1845,1003,1339,1110,781,left
78,117,108,438,452,483,1181,1848,997,1321,1143,771,left
81,112,105,433,447,489,1110,1750,999,1311,1110,764,left
79,107,111,428,434,489,1132,1799,981,1327,1121,779,left
112,111,113,441,441,491,1032,1680,967,1304,1099,789,left
79,115,105,447,450,495,1059,1701,985,1309,1106,772,left
81,103,108,438,441,496,1082,1744,980,1319,1119,782,left
79,109,94,430,424,481,1093,1756,986,1321,1104,779,left
75,113,110,440,458,495,1137,1786,1000,1326,1126,772,left
84,112,109,462,422,472,1275,2165,1030,1432,1164,736,left
80,112,87,607,411,456,1294,2091,1128,1567,1187,853,left
83,109,96,570,366,461,1070,1733,1036,1390,1080,842,left
82,51,90,550,412,474,1846,3023,1322,2004,1362,860,left
82,111,93,578,446,476,1525,2388,1262,1737,1391,1047,left
75,100,93,579,441,470,1542,2334,1201,1623,1263,898,left
79,110,95,554,455,466,1382,2120,1137,1541,1199,846,left
81,115,93,561,439,479,1306,2011,1096,1478,1188,853,left
75,95,93,560,443,482,1412,2129,1143,1561,1189,862,left
77,99,99,578,455,486,1426,2220,1190,1609,1211,887,left
74,92,94,557,452,484,1402,2146,1132,1556,1196,885,left
78,101,90,558,440,500,1373,2118,1151,1546,1185,873,left
79,96,91,577,442,498,1412,2210,1157,1579,1238,897,left
83,96,99,575,450,491,1418,2174,1149,1559,1215,905,left
81,101,94,575,440,488,1415,2190,1156,1561,1236,911,left
73,105,94,582,432,499,1357,2156,1155,1565,1220,920,left
73,104,91,566,427,504,1337,2081,1144,1559,1206,920,left
72,104,91,565,438,477,1339,2138,1118,1553,1209,907,left
72,100,88,567,445,467,1289,2033,1129,1530,1199,881,left
73,98,94,573,430,500,1322,2103,1146,1574,1192,902,left
73,101,92,576,427,483,1325,2136,1134,1566,1206,905,left
79,94,102,554,420,471,1286,2049,1092,1519,1163,870,left
75,100,95,575,416,489,1263,2077,1086,1502,1152,844,left
72,93,98,495,157,360,1148,3030,1291,2492,1426,995,left
75,105,113,607,408,515,1663,2494,1316,1669,898,476,left
85,97,108,597,677,675,1436,1453,1571,1298,550,320,left
83,102,103,597,753,702,1559,1607,1642,1330,569,301,left
81,104,101,610,694,687,1436,1625,1565,1397,629,324,left
79,97,103,601,549,569,1513,1991,1492,1580,774,452,left
78,107,106,576,394,522,1743,2759,1526,1993,955,581,left
75,96,102,609,563,671,1464,1849,1718,1621,706,423,left
83,100,100,615,595,639,1478,1918,1607,1518,825,428,left
76,44,100,600,578,653,1431,1938,1626,1519,710,432,left
79,103,96,613,596,649,1492,1954,1573,1509,733,444,left
82,103,98,594,393,511,1426,2313,1487,1865,932,705,left
78,89,111,483,569,581,1695,2184,1588,1688,905,1072,left
74,100,111,402,708,626,1907,2159,1457,1652,869,1132,left
76,104,118,397,708,564,2649,2892,1692,1803,1186,1295,left
78,101,118,433,552,620,1206,1390,1416,1342,775,959,left
79,100,106,380,611,504,1308,1535,1084,1221,872,1068,left
87,112,105,418,720,587,1747,2044,1483,1549,858,1059,left
86,106,114,406,793,668,1767,2031,1450,1516,900,1204,left
82,110,115,419,852,635,2204,2335,1730,1730,953,1245,left
83,105,105,433,402,451,1586,2985,1368,1793,930,466,left
83,108,106,427,599,566,1973,2700,1952,1991,717,262,left
82,109,109,431,275,342,1197,3465,965,1896,1130,697,left
83,109,107,428,651,498,1898,2192,1416,1602,977,1078,left
83,102,112,421,573,502,1644,1945,1428,1596,984,1104,left
79,100,122,428,614,491,1988,2293,1529,1716,1183,1192,left
88,109,99,439,648,509,1955,2264,1514,1707,1196,1234,left
86,104,111,431,650,527,1991,2320,1548,1718,1232,1259,left
85,112,114,426,680,543,2118,2458,1609,1756,1250,1273,left
86,112,111,433,664,524,2076,2427,1586,1731,1230,1247,left
80,107,110,424,714,549,2188,2527,1677,1807,1256,1266,left
84,110,111,420,721,539,2195,2543,1713,1824,1253,1290,left
92,107,108,431,737,554,2213,2547,1714,1839,1273,1299,left
83,104,96,434,735,547,2193,2517,1705,1816,1253,1278,left
81,114,111,426,741,549,2204,2560,1712,1823,1290,1282,left
91,106,106,442,726,532,2106,2439,1645,1774,1256,1254,left
85,113,109,434,732,545,2125,2475,1698,1782,1253,1249,left
83,99,123,432,714,550,2064,2431,1681,1791,1195,1246,left
89,107,106,438,723,551,2127,2492,1699,1803,1202,1243,left
85,104,108,435,735,570,2178,2541,1740,1826,1218,1268,left
84,103,112,426,714,579,2071,2431,1657,1766,1172,1253,left
83,105,111,451,465,432,3411,4760,2251,2747,1449,1130,left
83,111,107,453,522,485,1478,2292,1403,1650,928,340,left
83,107,104,434,510,498,1559,3181,1490,1967,1065,454,left
82,107,108,436,511,512,1946,3610,1700,2172,1140,420,left
83,105,100,441,490,466,1659,3383,1436,1929,1142,470,left
88,105,107,436,420,456,1422,2901,1240,1672,1094,491,left
82,104,112,425,315,335,1582,3413,1408,2288,1413,1116,left
79,107,122,397,558,571,1794,2265,1789,1921,1094,1162,left
87,108,104,418,628,660,1800,2225,1717,1868,1085,1232,left
72,99,118,413,791,707,2641,2886,2086,2086,1255,1266,left
83,109,127,415,764,759,2220,2638,2042,2084,1220,1377,left
89,108,107,416,837,754,2434,2726,2061,2076,1241,1352,left
87,109,114,419,873,721,2611,2789,1924,1986,1227,1341,left
112,106,108,411,901,710,2697,2795,2094,2080,1200,1318,left
86,109,107,418,898,721,2290,2502,1944,2049,1156,1368,left
93,104,111,421,920,749,2385,2633,2024,2110,1195,1394,left
88,110,117,418,896,708,2284,2511,1887,1984,1132,1398,left
86,113,113,422,912,693,2346,2552,1856,1945,1184,1389,left
86,106,112,423,853,710,2249,2568,1844,1946,1209,1414,left
93,107,117,422,853,712,2286,2623,1809,1910,1233,1401,left
83,106,115,421,846,718,2186,2492,1801,1923,1206,1418,left
83,107,95,422,901,725,2442,2645,1840,1928,1201,1334,left
88,104,111,428,852,726,2276,2589,1822,1910,1232,1365,left
86,106,128,418,827,752,2195,2533,1856,1966,1207,1394,left
89,107,108,423,923,762,2354,2594,1829,1938,1215,1400,left
86,109,112,429,923,729,2200,2461,1713,1838,1212,1364,left
87,77,109,418,885,769,2188,2425,1814,1882,1158,1394,left
92,103,112,421,912,792,2208,2439,1838,1879,1172,1404,left
83,107,116,423,976,815,2354,2531,1907,1948,1192,1432,left
93,109,113,425,884,773,2229,2439,1819,1914,1170,1381,left
87,101,113,421,925,826,2398,2592,1937,1972,1206,1422,left
84,110,109,421,876,762,2370,2562,1822,1931,1174,1413,left
88,110,110,421,883,777,2321,2550,2087,1953,1198,1426,left
91,103,113,425,879,787,2222,2469,1824,1919,1170,1420,left
85,106,119,286,931,776,2246,2433,1708,1868,1171,1432,left
85,106,113,413,925,814,2236,2454,1809,1932,1147,1442,left
83,108,107,421,953,796,2133,2338,1690,1829,1092,1420,left
86,112,107,426,960,791,2195,2380,1704,1823,1156,1458,left
86,109,109,420,967,811,2205,2369,1658,1765,1197,1399,left
82,111,108,436,453,455,2012,4649,1606,2837,1566,820,left
89,108,96,435,597,549,1750,2712,1588,1813,940,360,left
86,110,107,446,627,543,1806,3016,1589,1788,946,323,left
83,105,90,416,546,493,1810,3331,1449,1807,1098,427,left
87,108,94,432,521,497,1814,3409,1444,1873,1167,489,left
81,106,99,437,541,512,1844,3436,1553,1963,1156,484,left
80,99,99,445,561,533,1597,2487,1351,1570,832,366,left
80,102,100,432,606,573,2478,4276,2218,2599,1179,389,left
80,105,94,440,823,718,2249,3192,2667,2652,683,258,left
82,100,97,459,778,696,1518,1917,1615,1585,475,178,left
79,103,100,452,823,761,1746,2330,1853,1910,556,150,left
77,106,98,428,452,426,1791,3122,1479,1839,1017,377,left
82,99,103,497,216,310,934,3674,857,2555,1572,694,left
78,98,95,422,387,449,1388,2938,1348,2161,1199,469,left
78,102,104,431,559,515,1247,1875,1289,1430,677,295,left
78,107,103,458,488,497,1039,1607,941,1147,562,237,left
82,96,99,461,498,504,1075,1628,1071,1185,562,235,left
79,101,103,449,530,497,1149,1789,1131,1316,667,267,left
73,104,102,459,538,488,1247,1915,1122,1334,697,291,left
75,99,99,460,648,569,1658,2435,1594,1844,789,313,left
85,98,99,447,664,558,1807,2697,1665,2045,828,323,left
77,99,102,452,675,574,1864,2850,1704,2049,850,336,left
79,98,101,439,573,502,1735,2872,1265,1700,941,391,left
77,100,104,426,177,244,804,3126,761,2076,1263,739,left
78,97,105,453,264,359,1331,3421,1260,2555,1296,789,left
75,106,103,556,360,416,539,842,708,911,585,313,left
73,101,87,630,517,540,1135,1455,1097,1127,701,317,left
76,99,95,549,294,419,788,1989,832,1600,1037,483,left
70,96,103,559,230,299,265,495,412,498,327,241,left
80,94,98,494,129,218,179,369,393,733,458,540,left
76,97,97,509,236,325,485,889,1010,1511,934,911,left
73,94,87,647,161,242,167,244,299,335,156,208,left
72,92,92,748,22,82,12,16,176,149,0,0,left
71,93,79,665,623,780,1256,1133,1481,1204,122,401,left
74,95,100,544,464,558,1178,1312,1396,1419,84,317,left
73,95,107,503,264,289,399,777,389,449,0,84,left
74,87,104,588,156,249,154,159,274,257,0,0,left
70,85,97,675,164,269,137,181,266,263,0,0,left
68,89,97,636,325,488,487,522,706,623,32,71,left
81,87,92,622,554,666,1198,1198,1341,1177,95,226,left
72,89,103,411,470,555,1858,2119,1817,1868,284,443,left
63,101,101,450,345,464,1809,3175,1694,2643,594,643,left
66,89,90,681,373,444,442,602,655,704,135,305,left
55,86,57,663,410,521,825,1798,1074,1344,333,497,left
67,93,70,601,528,593,1546,1594,1219,1284,479,588,left
69,83,64,543,566,557,842,869,745,839,253,486,left
68,87,75,524,661,571,1040,1055,868,979,313,634,left
68,95,82,487,387,473,2023,3854,1346,1814,570,543,left
65,75,76,598,506,522,1300,2912,1082,1158,134,137,left
55,77,80,581,383,451,1598,3565,991,1250,201,322,left
68,82,78,593,434,494,1420,2743,973,1220,149,248,left
60,73,78,600,525,517,1410,2452,1020,1163,131,121,left
61,85,78,440,507,526,1430,2353,1031,1185,156,157,left
65,75,78,596,519,549,1531,2691,1078,1261,168,183,left
63,71,81,598,518,556,1510,2624,1047,1249,168,223,left
61,74,88,601,510,550,1540,2594,1066,1259,171,221,left
59,72,80,596,502,519,1554,2882,857,1054,179,299,left
59,75,91,542,424,481,2379,4085,1520,1837,642,833,left
61,75,87,430,730,592,1929,2725,1253,1337,444,789,left
61,70,91,516,746,612,2159,2846,1278,1375,460,812,left
60,79,92,505,731,618,1994,2710,1216,1362,448,848,left
63,73,84,508,740,646,1973,2695,1222,1368,452,874,left
60,76,96,507,765,640,2011,2699,1308,1406,453,868,left
64,79,88,510,776,652,2040,2693,1341,1405,466,863,left
67,76,96,484,776,637,2021,2679,1352,1434,445,866,left
60,80,96,500,784,650,2044,2708,1368,1438,447,900,left
60,89,97,512,820,642,2089,2704,1364,1458,456,871,left
58,81,108,506,681,658,1726,2250,1383,1472,389,890,left
60,83,92,503,812,639,2081,2744,1351,1457,470,889,left
62,78,95,496,518,507,3160,4512,1671,1807,626,743,left
58,86,80,648,465,501,643,1513,625,601,100,235,left
57,77,87,608,455,463,1470,3008,1058,1226,446,644,left
61,79,94,507,553,535,905,2091,824,885,301,677,left
60,76,90,484,653,549,1135,2193,883,1036,360,743,left
63,78,94,490,681,600,1152,2343,961,1067,366,783,left
61,78,97,478,698,600,1201,2389,1003,1095,367,797,left
63,91,100,497,728,593,1227,2376,1005,1104,384,842,left
64,82,95,495,714,605,1239,2378,1015,1141,380,837,left
60,88,96,483,891,662,1672,2620,1183,1284,391,783,left
64,87,72,508,865,696,1443,2578,1076,1212,381,780,left
62,84,94,524,460,481,2247,3959,1254,1465,503,619,left
63,94,87,565,423,427,1493,2997,759,958,207,352,left
68,90,86,566,467,452,1569,3348,889,1041,180,309,left
63,81,89,557,472,460,1547,3302,862,1082,187,365,left
68,86,92,579,471,471,1238,2676,782,965,160,337,left
65,83,95,568,440,470,1480,3215,845,1058,189,374,left
61,88,99,569,438,445,1479,3165,805,1029,191,372,left
66,90,101,569,450,466,1035,2431,748,922,151,333,left
65,88,98,569,401,457,764,1949,663,742,112,267,left
62,85,110,564,382,431,715,1556,617,740,125,333,left
63,80,107,552,456,483,1952,3695,1102,1332,569,742,left
68,86,118,497,657,612,1716,2442,1063,1099,350,741,left
66,85,103,501,617,596,2792,4429,1538,1557,589,762,left
66,93,89,592,592,605,1695,3149,925,998,174,273,left
66,87,100,596,519,500,891,2102,741,841,58,45,left
64,87,101,594,537,518,1161,2452,884,1014,87,75,left
68,85,102,592,524,524,1327,2468,880,986,91,86,left
64,84,107,586,544,533,1584,2817,907,1015,93,90,left
67,85,113,596,564,532,1625,2884,906,1024,106,93,left
